"","date","OBS_VALUE","TITLE_FR","DEMOGRAPHIE2"
"185",2018-06-01,611157,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"186",2018-06-01,762280,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"187",2018-05-01,610523,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"188",2018-05-01,761954,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"189",2018-04-01,611071,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"190",2018-04-01,762830,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"191",2018-03-01,607680,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"192",2018-03-01,764675,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"193",2018-02-01,597540,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"194",2018-02-01,766965,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"195",2018-01-01,597903,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"196",2018-01-01,769150,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"197",2017-12-01,606274,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"198",2017-12-01,769553,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"199",2017-11-01,606676,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"200",2017-11-01,769682,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"201",2017-10-01,606438,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"202",2017-10-01,769128,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"203",2017-09-01,607336,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"204",2017-09-01,769332,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"205",2017-08-01,606025,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"206",2017-08-01,771067,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"207",2017-07-01,605189,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"208",2017-07-01,771493,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"209",2017-06-01,605652,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"210",2017-06-01,773542,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"211",2017-05-01,605742,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"212",2017-05-01,776534,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"213",2017-04-01,605395,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"214",2017-04-01,776850,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"215",2017-03-01,607094,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
